A:char(25)	B:char(25)	C:int	D:int	E:char(25)
Massachusetts	Turkey	7	65	Guanaco
Wisconsin	Uruguay	3	65	Polecat
Mississippi	Canada	6	0	Dolphin
South_Carolina	Malta	7	90	Ram
Mississippi	Maryland	1	47	Rhizoprionodon
Pennsylvania	Romania	5	98	Zebra
Iowa	Tennessee	1	62	Bullhead_shark
Florida	Malawi	8	74	Raven
Wyoming	Taiwan	4	86	Gorilla
Utah	Monaco	0	22	Badger
New_Jersey	Alaska	5	66	Pristiophorus
Nevada	WESTERN_SAHARA	7	35	Chamois
Nevada	Uzbekistan	5	80	Fox
Alabama	Spain	6	55	Swan
Michigan	Maine	7	84	Crow
Iowa	Louisiana	5	6	Lamniformes
Wisconsin	Kiribati	6	84	Baboon
Nebraska	Greece	7	4	Heron
South_Dakota	Ghana	8	95	Rhizoprionodon
Texas	Zambia	4	7	Pygmy_Shark
California	Tuvalu	2	58	Mule
Nebraska	France	8	29	Rhizoprionodon
Wyoming	Zimbabwe	9	26	Swallow
Wisconsin	Colombia	2	23	Swan
Missouri	Australia	1	8	Beaver
Vermont	South_Carolina	5	67	Guanaco
New_Jersey	Finland	2	38	Poroderma
Maryland	New_Mexico	7	83	Prionace
New_Hampshire	Nigeria	1	48	Lamna
Louisiana	Mozambique	8	55	Jackal
Illinois	Ghana	4	80	Coyote
Florida	France	6	96	Goose
Maryland	Grenada	3	42	Beaver
Michigan	Guatemala	7	97	Bison
Iowa	Tunisia	5	39	Sheep
Alaska	Lithuania	1	53	Parmaturus
Louisiana	Kiribati	5	21	Poroderma
Ohio	Grenada	0	72	Hemitriakis
Massachusetts	Nigeria	8	27	Crow
Indiana	Mozambique	8	75	Whale_Shark
Maryland	Slovenia	7	5	Magpie
Alaska	Kiribati	4	98	Angel_shark
Hawaii	Oregon	2	57	Echinorhinus
Mississippi	Colombia	9	15	Guanaco
Maryland	Croatia	4	89	Badger
Rhode_Island	Romania	5	30	Goldfinch
Minnesota	Japan	5	2	Cormorant
Rhode_Island	Spain	3	74	Quail
Massachusetts	Massachusetts	0	45	Squaliformes
Delaware	Romania	0	70	Hamster
South_Dakota	France	6	57	Jackal
Nevada	Michigan	3	22	Mouse
New_York	Georgia	2	88	Bison
Utah	Arizona	9	82	Parascyllium
North_Dakota	South_Carolina	1	19	Columbidae
California	Tonga	2	6	Hornet
Wyoming	Wyoming	1	8	Sheep
Nebraska	Wyoming	5	18	Lamna
Alabama	Maine	0	20	Anatidae
Nevada	Dominica	8	92	Sawshark
Montana	Barbados	7	10	Skunk
Illinois	Texas	7	64	Otter
Idaho	Michigan	7	49	Giraffe
Missouri	Greece	0	55	Human
North_Carolina	EQUATORIAL_GUINEA	4	10	Fish
Iowa	Virginia	1	65	Pinniped
Virginia	Mozambique	4	11	Partridge
North_Carolina	Malta	9	98	Triakis
Indiana	Kiribati	6	93	Ostrich
Virginia	Vatican_City	5	75	Partridge
Delaware	Zimbabwe	2	42	Zebra
Pennsylvania	Uganda	3	88	Raven
New_Jersey	New_Mexico	1	13	Partridge
Delaware	California	8	83	Gorilla
Nevada	New_Jersey	4	9	Raven
New_Jersey	Romania	0	72	Swan
Vermont	Ghana	2	1	Cheetah
California	Japan	2	82	Wombat
Louisiana	Malta	6	3	Parmaturus
Massachusetts	Spain	1	20	Louse
Kentucky	Illinois	2	92	Hyena
New_Mexico	Oregon	5	15	Echinorhinus
Connecticut	Wyoming	6	44	Bison
Washington	Hawaii	7	62	Ostrich
Indiana	Zambia	3	29	Snipe
Montana	Mozambique	3	60	Alligator
Iowa	Malaysia	7	94	Pygmy_Shark
Connecticut	COSTA_RICA	8	7	Crow
North_Carolina	Australia	7	81	Quail
Louisiana	Netherlands	8	86	American_Bison
Tennessee	Minnesota	2	8	Zebra
Alaska	Grenada	0	96	Carcharhiniformes
Colorado	Luxembourg	5	74	Snipe
Louisiana	Mississippi	2	49	Wren
New_York	Malawi	6	8	Baboon
Maine	Washington	6	98	Reindeer
Nevada	Dominica	8	84	Sphyrna_lewini
Minnesota	Maine	7	58	Squaliformes
New_York	Nebraska	8	23	Lion
Mississippi	Texas	4	38	Hornet
Idaho	Morocco	5	28	Lion
Florida	Madagascar	0	6	Beaver
Georgia	Vatican_City	4	53	Gazelle
Utah	Serbia	4	72	Pygmy_Shark
South_Dakota	Romania	0	99	Raven
Tennessee	Switzerland	8	17	Squaliformes
Alaska	Croatia	8	34	Cormorant
Arizona	Missouri	6	37	Mallard
Virginia	Ethiopia	8	30	Mouse
North_Dakota	EQUATORIAL_GUINEA	0	1	Cobra
Tennessee	Texas	7	45	Triaenodon
Virginia	Arizona	3	91	Prionace
Nebraska	Netherlands	0	21	Rhinoceros
California	Spain	3	33	Flamingo
California	Spain	9	47	Chamois
Delaware	Romania	7	22	Gerbil
Wyoming	Canada	9	54	Parmaturus
Alabama	Vatican_City	2	24	Alligator
Connecticut	Dominica	3	21	Raven
Georgia	Washington	9	92	Hemitriakis
Ohio	Monaco	3	43	American_Bison
Georgia	Washington	0	76	Poroderma
North_Carolina	Malaysia	2	0	Sawshark
Alaska	Saudi_Arabia	2	0	Poroderma
Hawaii	Singapore	4	14	Magpie
Wisconsin	Oregon	1	86	Gazelle
California	Serbia	7	12	Swallow
New_Jersey	Zimbabwe	0	78	Hornet
North_Dakota	Ethiopia	3	24	Zebra
Alabama	Finland	0	20	Jackal
Georgia	Spain	7	34	Beaver
South_Carolina	France	6	59	Beaver
Minnesota	Sweden	4	71	Polecat
Idaho	Australia	2	87	Apristurus
Wyoming	Singapore	7	83	Bullhead_shark
Washington	Mozambique	7	5	Sphyrna_lewini
Georgia	Lithuania	8	10	Jackal
Idaho	Lithuania	2	30	American_Bison
Alaska	South_Carolina	5	70	Angel_shark
Tennessee	Illinois	0	58	Anatidae
Georgia	Alabama	9	33	Bison
Iowa	Thailand	5	64	Beaver
Alabama	Nauru	1	84	Prionace
Indiana	Ukraine	0	3	Partridge
Florida	Nebraska	9	56	Cirrhoscyllium
Iowa	Spain	3	54	Bullhead_shark
Kansas	Slovenia	1	71	Chiloscyllium
Virginia	Mississippi	7	62	Louse
Nevada	Nepal	3	17	Jackal
Mississippi	Louisiana	8	6	Skunk
Alaska	Nigeria	4	75	Parmaturus
South_Carolina	New_Mexico	1	96	Peafowl
West_Virginia	Nauru	2	17	Dolphin
Indiana	Madagascar	5	97	Raven
West_Virginia	CZECH_REPUBLIC	4	22	Echinorhinus
Arkansas	Rhode_Island	7	13	Rhizoprionodon
Ohio	Tanzania	8	14	Mule
Montana	Netherlands	2	73	Pelican
New_Mexico	Nebraska	6	20	Orectolobus
North_Carolina	Ukraine	7	87	Louse
Vermont	Missouri	5	51	Gerbil
Minnesota	Canada	1	45	Quail
New_York	Canada	2	12	Ram
Connecticut	Pennsylvania	4	9	Pinniped
Wyoming	DOMINICAN_REPUBLIC	3	10	Anatidae
Kentucky	Switzerland	8	92	Partridge
Delaware	Morocco	5	23	Chamois
Utah	Guatemala	1	87	Dogfish
Alabama	Thailand	3	41	Goldfinch
Oklahoma	Tonga	9	68	Carcharhiniformes
South_Dakota	Ukraine	7	12	Triaenodon
Massachusetts	Virginia	7	77	Peafowl
Kentucky	Wisconsin	5	82	Lamniformes
Alabama	Massachusetts	5	16	Pony
New_Hampshire	Nigeria	0	81	Hamster
Minnesota	Uganda	8	35	Gorilla
Alabama	Wisconsin	0	53	Hamster
Mississippi	Guatemala	5	82	Carcharhinus
Montana	Monaco	0	89	Beaver
Florida	Sudan	4	10	Triaenodon
Kansas	Tennessee	3	47	Carcharhinus
Maine	Namibia	0	16	Reindeer
Arkansas	Finland	9	94	Prionace_glauca
Connecticut	Alabama	3	11	Cobra
California	Monaco	4	31	Magpie
Vermont	Arizona	5	14	Magpie
Rhode_Island	Washington	2	35	Skunk
Idaho	Tonga	2	72	Apristurus
Ohio	Minnesota	6	1	Gazelle
Alaska	Ethiopia	8	82	Carcharhiniformes
Nebraska	Malawi	8	5	Badger
Utah	Kiribati	8	62	Hawk
Mississippi	Saudi_Arabia	2	80	Lion
Louisiana	Sweden	5	20	Wren
California	Virginia	4	26	Raven
Kentucky	Slovenia	8	84	Carcharhiniformes
New_Hampshire	Tunisia	5	14	Lamna
Florida	Malta	4	92	Hemitriakis
Texas	Zambia	6	21	Chiloscyllium
Hawaii	Nauru	0	44	Whale_Shark
Colorado	Tennessee	7	38	Carcharhiniformes
Tennessee	California	0	82	Hemitriakis
Missouri	Tanzania	4	65	Hemitriakis
Arkansas	Illinois	6	98	Angel_shark
Florida	Louisiana	1	41	Echinorhinus
Oklahoma	Uruguay	7	0	Mule
Virginia	Finland	9	47	Anatidae
Louisiana	Singapore	0	96	Ram
Rhode_Island	Tonga	8	92	Otter
Oklahoma	Thailand	1	95	Badger
South_Dakota	Vatican_City	4	52	Cormorant
Montana	Australia	2	61	Heron
New_Jersey	Tunisia	8	2	Columbidae
Indiana	Texas	3	32	Pygmy_Shark
Wyoming	Maine	3	91	Rhinoceros
Oregon	Nauru	8	72	Angel_shark
Massachusetts	Lithuania	5	60	Giant_Panda
New_Jersey	Guatemala	6	14	Dogfish
Georgia	Maryland	9	57	Orectolobus
Hawaii	Illinois	4	81	Goose
New_Mexico	Cyprus	9	69	Sphyrna_lewini
Colorado	Tonga	5	29	Triaenodon
North_Carolina	Alaska	6	2	Giant_Panda
Rhode_Island	Hawaii	6	30	Bullhead_shark
Alabama	Namibia	2	75	Crow
Massachusetts	South_Carolina	4	27	Lamna
Kansas	Taiwan	9	43	Flamingo
Washington	Jordan	0	12	Prionace
South_Carolina	Mozambique	9	35	Beaver
Rhode_Island	Alabama	4	24	Chiloscyllium
Florida	Rhode_Island	6	77	Carcharhinus
Missouri	Colombia	1	25	Giant_Panda
Nevada	Malawi	9	71	Chamois
Maine	Uzbekistan	8	50	Quail
Utah	Minnesota	2	16	Alligator
New_Mexico	Namibia	8	21	Pinniped
Florida	NEW_ZEALAND	3	83	Chamois
Alaska	Nigeria	1	74	Pony
North_Dakota	Malaysia	2	71	Coyote
Illinois	Zimbabwe	2	18	Hyena
North_Carolina	Canada	2	50	Jaguar
New_Mexico	Canada	6	5	Guanaco
Kansas	Maine	0	56	Pinniped
Iowa	Arizona	9	28	Fox
Georgia	Mississippi	7	51	Manatee
Michigan	Tunisia	5	22	Chiloscyllium
Montana	Slovenia	6	28	Triakis
Delaware	Malawi	3	10	Louse
Nebraska	TRINIDAD_AND_TOBAGO	8	39	Black_panther
Mississippi	Vatican_City	9	65	Cormorant
California	Washington	7	79	Hawk
Maine	Wyoming	4	39	Chamois
Maryland	Morocco	9	8	Giraffe
New_Hampshire	Sudan	9	35	Quail
Nebraska	Massachusetts	3	45	Pygmy_Shark
Colorado	Maine	2	92	Human
Arkansas	Sudan	5	8	Sheep
New_Jersey	Turkey	5	17	Beaver
Vermont	NEW_ZEALAND	0	71	Echinorhinus
Pennsylvania	TRINIDAD_AND_TOBAGO	6	77	Prionace_glauca
Pennsylvania	Vatican_City	0	24	Dogfish
California	Uganda	7	47	Human
New_Mexico	Uganda	5	12	Fish
Idaho	Mississippi	8	80	Isurus
South_Dakota	Slovakia	6	84	Negaprion
North_Carolina	Ecuador	2	5	Jaguar
Nevada	Tanzania	5	14	Sphyrna_lewini
Oregon	Uganda	1	28	Fox
West_Virginia	Vatican_City	0	58	Raven
New_York	Nebraska	3	12	Hornet
Michigan	Dominica	5	61	Raven
Louisiana	WESTERN_SAHARA	9	87	Heron
Colorado	Italy	8	98	Raven
Mississippi	Thailand	6	80	Fox
Pennsylvania	Sudan	7	82	Moose
Nebraska	Mississippi	6	34	Gerbil
Idaho	Finland	3	87	Dogfish
Illinois	Kiribati	4	64	American_Bison
Arkansas	NEW_ZEALAND	2	48	Poroderma
Maryland	Latvia	0	65	Mule
Louisiana	Nebraska	1	39	Prionace_glauca
South_Carolina	Latvia	2	82	Partridge
Maine	Nigeria	5	84	Badger
Texas	Taiwan	4	66	Human
Texas	Arizona	0	73	Snipe
Maryland	North_Carolina	6	33	Magpie
Pennsylvania	Nauru	3	28	Hornet
Alaska	EQUATORIAL_GUINEA	5	88	Quail
Hawaii	Slovakia	7	37	Ostrich
Arkansas	Cyprus	3	53	Whale_Shark
Missouri	EL_SALVADOR	1	75	Columbidae
Alabama	Florida	5	97	Quail
Rhode_Island	Switzerland	7	18	Swan
Missouri	Mozambique	8	25	Coyote
Texas	DOMINICAN_REPUBLIC	7	20	Lion
Nebraska	South_Carolina	1	29	Triakis
Alaska	Barbados	3	20	Gerbil
Virginia	Ghana	6	92	Flamingo
West_Virginia	Saudi_Arabia	9	56	Echinorhinus
New_York	Slovakia	7	85	Pygmy_Shark
Wisconsin	Wisconsin	0	19	Orectolobus
Delaware	Slovakia	6	30	Orectolobus
Maine	Canada	7	18	Snipe
Kentucky	Greece	7	21	Apristurus
Maine	Luxembourg	9	82	Hemiscyllium
Maryland	Monaco	3	52	Partridge
Indiana	Jordan	0	67	Donkey
Pennsylvania	Florida	0	42	Hemiscyllium
West_Virginia	Tennessee	6	56	Ram
Kansas	Oregon	8	96	Otter
California	EQUATORIAL_GUINEA	3	33	Polecat
Illinois	Tennessee	0	42	Columbidae
Arizona	EL_SALVADOR	2	40	Triakis
Wyoming	Nauru	9	20	Sheep
Michigan	Sweden	2	11	Beaver
Oklahoma	Namibia	9	91	Scoliodon
Kentucky	Morocco	3	66	Cobra
Illinois	TRINIDAD_AND_TOBAGO	9	51	Triaenodon
Iowa	Jordan	9	10	Pony
Michigan	Malaysia	8	17	Ostrich
South_Carolina	Greece	4	16	Carcharhiniformes
Utah	Sweden	4	59	Orectolobus
Alabama	Slovenia	8	46	Crow
New_Hampshire	New_Jersey	0	37	Triaenodon
South_Carolina	Tanzania	4	16	Badger
Idaho	Switzerland	3	64	Wren
Massachusetts	Thailand	2	15	Hemiscyllium
New_York	Tunisia	8	56	Zebra
New_Mexico	Latvia	5	39	Parmaturus
Texas	Illinois	4	49	Black_panther
Arizona	Texas	2	30	Fish
Kansas	Barbados	3	8	Black_panther
New_Jersey	Kiribati	6	83	Pinniped
South_Carolina	Alaska	5	89	Hemitriakis
Florida	New_Mexico	3	35	Chiloscyllium
California	Alabama	6	76	Rhizoprionodon
Alabama	Zimbabwe	3	43	Hemitriakis
South_Dakota	Dominica	1	6	Baboon
Connecticut	Michigan	4	92	Quail
South_Dakota	Colombia	5	40	Ram
Iowa	MARSHALL_ISLANDS	2	55	Pygmy_Shark
West_Virginia	Louisiana	1	63	Lion
Alaska	Uzbekistan	3	84	Chamois
Tennessee	Maryland	2	19	Louse
Virginia	Colombia	8	51	Lion
Missouri	Tonga	7	48	Louse
Alabama	Slovakia	8	72	Manatee
Utah	Illinois	0	41	Hyena
Hawaii	Minnesota	8	89	Pristiophorus
Oklahoma	Slovenia	6	12	Hornet
Nebraska	Sweden	6	40	Squaliformes
South_Carolina	Sweden	5	51	Triaenodon
Georgia	Sweden	9	80	Gerbil
Oklahoma	NEW_ZEALAND	0	14	Alligator
Colorado	Croatia	2	39	Mule
New_Mexico	Tuvalu	6	40	Flamingo
Wyoming	Switzerland	9	60	Louse
Kentucky	Ethiopia	6	19	Flamingo
Illinois	COSTA_RICA	4	26	Polecat
Mississippi	Thailand	1	12	Angel_shark
Delaware	Thailand	3	92	Lamna
South_Carolina	Illinois	4	2	Cobra
Oregon	Uzbekistan	9	32	Mule
Arkansas	Maryland	6	92	Pygmy_Shark
Georgia	Netherlands	9	1	Anatidae
Arkansas	Grenada	3	42	Carcharhiniformes
Utah	Saudi_Arabia	7	61	Ostrich
Alaska	Serbia	8	19	Chiloscyllium
New_Mexico	Malawi	6	89	Ostrich
Kentucky	Australia	6	99	Carcharhiniformes
Florida	New_Mexico	8	78	Isurus
New_Mexico	Samoa	7	46	Pelican
Pennsylvania	Netherlands	3	84	Rhinoceros
Wyoming	New_Mexico	4	97	Jackal
Idaho	Colombia	3	80	Gorilla
Delaware	Maryland	7	5	Jaguar
Mississippi	Samoa	5	85	American_Bison
Michigan	Washington	2	87	Apristurus
Delaware	CZECH_REPUBLIC	8	50	Ram
Alaska	Hawaii	9	71	Raven
Michigan	Nebraska	4	21	Pygmy_Shark
North_Carolina	Ireland	7	16	Fish
New_York	Japan	9	49	Skunk
Massachusetts	Ghana	9	50	Swan
Washington	Nauru	2	65	Wombat
Massachusetts	Oregon	4	40	Gorilla
Virginia	Tuvalu	3	67	Dogfish
Nevada	Tonga	3	94	Giant_Panda
Alabama	Nebraska	6	74	Zebra
South_Dakota	Singapore	8	8	Swallow
Arizona	Monaco	4	17	Jackal
Connecticut	France	9	88	Badger
Arkansas	Rhode_Island	9	26	Poroderma
Oregon	Hawaii	7	2	Hyena
Idaho	Malta	2	78	Columbidae
Massachusetts	EL_SALVADOR	8	31	Echinorhinus
Washington	Tanzania	6	22	Guanaco
New_Hampshire	Louisiana	9	69	Mouse
Kentucky	EL_SALVADOR	6	1	Crow
West_Virginia	Madagascar	0	10	Hemiscyllium
Massachusetts	Latvia	9	40	Hamster
Alabama	TRINIDAD_AND_TOBAGO	4	62	Hamster
Hawaii	Latvia	7	5	Goldfinch
South_Dakota	Monaco	3	70	Triakis
Maryland	DOMINICAN_REPUBLIC	3	3	Negaprion
California	Mississippi	3	79	Sawshark
South_Dakota	Washington	3	57	Mallard
Colorado	MARSHALL_ISLANDS	1	27	Whale_Shark
North_Dakota	Sudan	4	26	Prionace
Alaska	Denmark	6	4	Lion
Colorado	WESTERN_SAHARA	4	48	Anatidae
South_Dakota	Jordan	6	93	Camel
Florida	Singapore	6	36	Pinniped
Montana	Slovenia	6	73	Prionace
Oregon	Canada	7	19	Prionace
North_Carolina	Sudan	2	42	Magpie
South_Carolina	Uganda	2	4	Heron
Illinois	Mississippi	5	57	Beaver
Michigan	Wyoming	0	21	Hemiscyllium
Maryland	Romania	6	28	Fox
Kansas	Slovenia	6	45	Quail
Vermont	Michigan	0	23	Otter
Vermont	France	4	81	Ram
Wyoming	Finland	8	61	Guanaco
Hawaii	South_Carolina	7	37	Orectolobus
Massachusetts	Tonga	3	87	Columbidae
Washington	Uruguay	0	13	Ostrich
Delaware	Rhode_Island	2	15	Reindeer
Indiana	Washington	5	59	Echinorhinus
Kansas	Massachusetts	4	1	Guanaco
Missouri	Nepal	2	15	Donkey
Indiana	Arizona	9	95	Lamniformes
Nevada	Monaco	7	95	Cormorant
Oklahoma	Massachusetts	3	66	Hamster
New_Jersey	Uganda	1	88	Skunk
Oregon	Zimbabwe	6	90	Peafowl
Minnesota	Maryland	7	14	Moose
New_Jersey	Luxembourg	5	9	Lamna
South_Carolina	Zimbabwe	1	97	Fox
Nevada	Ecuador	5	73	Prionace_glauca
California	Georgia	5	29	Gazelle
West_Virginia	Pennsylvania	6	47	Bison
Iowa	WESTERN_SAHARA	1	82	Whale_Shark
Minnesota	Turkey	4	82	Ostrich
South_Dakota	California	5	59	Badger
Wisconsin	Malta	0	58	Coyote
Kansas	Washington	4	41	Giraffe
Mississippi	Turkey	3	60	Jackal
Kansas	Oregon	9	31	Guanaco
California	Missouri	4	41	Mallard
Louisiana	South_Carolina	2	12	Lion
Georgia	Massachusetts	8	11	Mallard
West_Virginia	Alaska	1	40	Partridge
Maine	Greece	0	79	Prionace_glauca
Rhode_Island	Lithuania	5	65	Camel
Iowa	Samoa	5	23	Whale_Shark
Michigan	Malaysia	9	33	Apristurus
Mississippi	Japan	1	67	Hamster
Georgia	New_Jersey	3	84	Human
Illinois	Serbia	3	45	Orectolobus
Connecticut	Serbia	7	27	Swan
Maine	Namibia	9	70	Beaver
New_Mexico	Grenada	7	75	Carcharhinus
Washington	Tuvalu	9	55	Bullhead_shark
New_Jersey	Ghana	3	56	Scoliodon
Massachusetts	MARSHALL_ISLANDS	5	18	Moose
Utah	Slovakia	9	3	Hamster
Oregon	Spain	5	23	Gerbil
Idaho	Australia	9	69	Chiloscyllium
Oklahoma	Sweden	7	87	Beaver
Delaware	Ethiopia	3	38	Hyena
Nevada	CZECH_REPUBLIC	5	49	Pony
Oklahoma	Washington	3	96	Hawk
Washington	Zimbabwe	0	6	Parascyllium
Iowa	Massachusetts	8	45	Mule
Oklahoma	Serbia	4	19	Giraffe
Arizona	Michigan	3	87	Gerbil
Virginia	South_Carolina	0	84	Fish
Connecticut	Morocco	4	10	Hemitriakis
Maryland	Zambia	2	92	Swallow
South_Carolina	Pennsylvania	3	90	Anatidae
Colorado	Switzerland	0	30	Ostrich
Utah	Greece	7	39	Rhinoceros
New_Mexico	Latvia	7	10	Raven
Utah	Grenada	7	74	Prionace_glauca
Iowa	Barbados	3	80	Mule
Nevada	COSTA_RICA	9	56	Lion
Kentucky	Barbados	7	20	Coyote
Maryland	Illinois	4	97	Camel
Nebraska	COSTA_RICA	3	28	Parmaturus
North_Carolina	France	7	29	Camel
New_Hampshire	Australia	3	61	Squaliformes
Montana	Tuvalu	2	68	Bullhead_shark
Oklahoma	Sudan	7	38	Cormorant
South_Carolina	Pennsylvania	0	57	Otter
New_Hampshire	Rhode_Island	3	86	Cobra
Tennessee	Malawi	9	10	Lamniformes
Virginia	Luxembourg	0	5	Prionace_glauca
New_York	Barbados	1	29	Baboon
Alaska	Missouri	0	10	Squaliformes
Alabama	Washington	1	25	Hawk
South_Carolina	COSTA_RICA	5	42	Anatidae
Tennessee	Cyprus	1	81	Pelican
Florida	Netherlands	4	73	Mallard
Iowa	Grenada	0	46	Otter
Oregon	Georgia	6	0	Mallard
Oregon	Tuvalu	9	20	Bison
Ohio	North_Carolina	4	81	Mouse
West_Virginia	Michigan	9	58	Wombat
South_Dakota	Singapore	2	13	Ostrich
Florida	Vatican_City	0	87	Giraffe
South_Carolina	Louisiana	0	15	Fish
Massachusetts	Samoa	9	2	Badger
Connecticut	Guatemala	0	65	Hemitriakis
Vermont	Romania	8	9	Magpie
Arkansas	Jordan	4	33	Sphyrna_lewini
Ohio	Ukraine	0	25	Gorilla
Florida	Slovakia	0	82	Moose
Michigan	Australia	0	38	Gerbil
Utah	Italy	8	59	Flamingo
Oklahoma	Ethiopia	3	44	Hawk
Michigan	Nepal	9	46	Giant_Panda
Rhode_Island	Alaska	9	81	Manatee
Idaho	Ireland	6	91	Mule
Michigan	Louisiana	3	31	Crow
Oklahoma	Maryland	0	64	Columbidae
New_York	Nebraska	3	53	Squaliformes
Georgia	Croatia	2	44	Moose
Oregon	Grenada	6	66	Jaguar
Pennsylvania	Lithuania	3	59	Human
Colorado	Tennessee	1	42	Hemiscyllium
Georgia	Japan	8	98	Squaliformes
South_Dakota	Alaska	6	54	Heron
Oklahoma	Uruguay	7	77	Guanaco
South_Carolina	Switzerland	3	72	Columbidae
Hawaii	Monaco	2	91	Alligator
Wyoming	Nepal	3	65	Alligator
Maine	Spain	6	71	Sphyrna_lewini
South_Carolina	Michigan	3	49	Sphyrna_lewini
Utah	Nigeria	8	43	Nightingale
North_Dakota	Guatemala	2	2	Coyote
Arizona	Louisiana	6	56	Crow
Alaska	Wyoming	2	11	Triaenodon
Maryland	Singapore	9	14	Wombat
Tennessee	Massachusetts	7	42	Prionace_glauca
Wyoming	Georgia	4	14	Giraffe
North_Carolina	Romania	1	13	Bullhead_shark
Arkansas	Canada	9	6	Fox
Oregon	Maryland	8	26	Anatidae
Utah	Missouri	1	22	Parmaturus
Ohio	Cyprus	9	46	Gazelle
Michigan	Denmark	8	47	Isurus
Utah	Taiwan	5	73	Hamster
Louisiana	Zimbabwe	9	12	Camel
Indiana	Cyprus	2	83	Swan
South_Carolina	Nebraska	3	71	Poroderma
Idaho	Dominica	5	3	Reindeer
Delaware	Georgia	1	29	Columbidae
Hawaii	Malta	0	58	Triakis
New_Jersey	Alabama	3	57	Angel_shark
West_Virginia	Maryland	8	43	Nightingale
Montana	Mississippi	8	34	Hemiscyllium
Arizona	Spain	5	21	Jaguar
Alabama	Zimbabwe	7	65	Squaliformes
Mississippi	Maryland	2	71	Mouse
Wyoming	Washington	8	99	Dogfish
Oregon	Spain	7	15	Heron
Delaware	EQUATORIAL_GUINEA	2	19	Carcharhinus
Massachusetts	Romania	1	30	Ostrich
Florida	Wyoming	2	23	Parascyllium
Florida	MARSHALL_ISLANDS	0	75	Rhinoceros
Hawaii	Wyoming	4	1	Isurus
Arkansas	Taiwan	8	14	Louse
Minnesota	COSTA_RICA	2	53	Goose
Wisconsin	Canada	3	38	Angel_shark
Montana	Madagascar	4	28	Cobra
Arkansas	South_Carolina	0	84	Dolphin
Maine	Netherlands	0	76	Beaver
Wyoming	Maryland	4	32	Giant_Panda
Pennsylvania	Colombia	8	73	Echinorhinus
Vermont	Latvia	9	80	Carcharhiniformes
Iowa	Serbia	0	99	Chiloscyllium
Maryland	Dominica	3	49	Human
Kentucky	Ireland	3	15	Moose
North_Dakota	Serbia	4	57	Raven
Texas	CZECH_REPUBLIC	5	30	Partridge
Kentucky	Tuvalu	0	75	Magpie
Massachusetts	Barbados	1	41	Gorilla
North_Carolina	France	8	72	Mule
Wyoming	Australia	2	7	Pygmy_Shark
Illinois	Ethiopia	3	90	Zebra
Wyoming	Italy	3	62	Guanaco
South_Carolina	Mississippi	6	95	Angel_shark
West_Virginia	California	5	46	Isurus
Arizona	Maryland	4	0	Beaver
Connecticut	WESTERN_SAHARA	4	82	Hamster
Pennsylvania	NEW_ZEALAND	4	51	Donkey
Indiana	Washington	6	43	Camel
Idaho	Netherlands	7	89	Wombat
Idaho	Monaco	6	84	Pygmy_Shark
Minnesota	Lithuania	2	67	Ostrich
Kentucky	Tanzania	6	55	Pelican
Indiana	Romania	5	17	Pygmy_Shark
South_Dakota	Wyoming	0	27	Prionace_glauca
North_Carolina	Virginia	9	28	Anatidae
California	North_Carolina	8	18	Magpie
Minnesota	Louisiana	1	17	Badger
Arizona	Turkey	8	22	Baboon
Missouri	North_Carolina	3	3	Beaver
Nebraska	Samoa	7	16	Bison
North_Dakota	Sudan	1	16	Triakis
Maine	Canada	1	28	Mallard
Idaho	Wisconsin	8	99	Pelican
Missouri	Sudan	4	42	Angel_shark
Oklahoma	Colombia	7	63	Isogomphodon
Georgia	Ukraine	2	93	Dogfish
Ohio	Thailand	1	44	Hawk
South_Dakota	Nauru	9	51	Guanaco
Iowa	North_Carolina	7	59	Giraffe
Missouri	New_Jersey	1	46	Sawshark
Hawaii	France	3	52	Ram
Nevada	Uruguay	3	77	Sphyrna_lewini
Oregon	Uganda	4	14	Hamster
Oklahoma	Finland	8	68	Orectolobus
South_Carolina	Greece	6	40	Gerbil
South_Carolina	Namibia	7	63	Chamois
Ohio	Malta	5	11	Gazelle
Illinois	Samoa	6	81	Jackal
Wisconsin	COSTA_RICA	5	37	Apristurus
Montana	Ukraine	6	94	Mule
Ohio	Arizona	5	89	Triaenodon
North_Carolina	Ecuador	1	99	Bullhead_shark
Maryland	Alabama	0	59	Pelican
Delaware	Ghana	1	64	Echinorhinus
Maryland	EQUATORIAL_GUINEA	0	37	Moose
Alaska	Massachusetts	1	83	Guanaco
Hawaii	Denmark	0	19	Goose
Oregon	Mozambique	5	51	Wombat
Washington	Malaysia	6	37	Fox
Hawaii	Louisiana	0	52	Negaprion
Kentucky	MARSHALL_ISLANDS	5	57	Carcharhinus
Connecticut	Zambia	4	67	Orectolobus
Louisiana	Maine	4	63	Otter
Massachusetts	Netherlands	7	4	Negaprion
Colorado	Colombia	5	14	Crow
Minnesota	Uganda	7	60	Ostrich
New_Jersey	California	5	22	Quail
Iowa	New_Mexico	9	78	Gazelle
Delaware	Taiwan	9	75	Moose
Arkansas	CZECH_REPUBLIC	9	54	Lamna
Oregon	Jordan	9	16	Chamois
New_Jersey	Australia	4	20	Angel_shark
Ohio	Morocco	2	28	Giant_Panda
Oklahoma	New_Mexico	1	95	Beaver
Massachusetts	Tuvalu	3	4	Partridge
